,ProductName,SpendEUR,Quantity,UOM,VendorName,VendorCity,VendorCountry,CategoryL1,CategoryL2,Quantity/kg
480,,189.468897,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
481,,323.6135740000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
482,,353.473571,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
483,,170.506373,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
484,,137.492087,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
485,,857.350665,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
486,,172.400786,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
487,,204.633397,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
488,,857.350665,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
489,,450.438093,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
490,,111.181816,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
491,,323.6135740000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
492,,137.492087,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
493,,226.94332999999997,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
494,,226.94332999999997,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
495,,353.473571,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
496,,132.047949,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
497,,160.951542,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
498,,265.043104,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
499,,216.910298,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
500,,313.010379,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
501,,205.221953,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
502,,572.7380900000002,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
503,,689.244495,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
504,,205.221953,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
505,,242.64120899999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
506,,111.227797,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
507,,193.202546,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
508,,235.284265,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
509,,214.79517599999997,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
510,,193.202546,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
511,,259.148352,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
512,,259.148352,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
513,,231.789717,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
514,,422.858749,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
515,,190.416103,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
516,,103.696126,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
517,,380.602302,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
518,,111.19101200000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
519,,111.19101200000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
520,,380.602302,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
521,,380.602302,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
522,,824.161652,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
523,,168.979808,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
524,,371.24059,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
525,,181.992402,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
526,,215.714794,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
527,,215.714794,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
528,,319.29137,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
529,,210.436187,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
530,,290.49813,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
531,,151.166807,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
532,,151.166807,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
533,,824.161652,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
534,,370.992294,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
535,,111.19101200000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
536,,210.436187,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
537,,369.033507,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
538,,290.49813,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
539,,359.285556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
540,,371.24059,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
541,,103.696126,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
542,,181.992402,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
543,,380.602302,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
544,,151.166807,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
545,,210.436187,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
546,,190.416103,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
547,,319.29137,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
548,,31.276208,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
549,,168.979808,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
550,,215.714794,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
551,,824.161652,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
552,,111.19101200000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
553,,371.130236,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
554,,233.904838,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
555,,290.49813,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
556,,369.033507,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
557,,370.992294,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
558,,371.130236,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
559,,103.696126,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
560,,290.49813,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
561,,371.24059,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
562,,181.992402,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
563,,168.979808,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
564,,370.992294,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
565,,824.161652,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
566,,181.992402,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
567,,210.436187,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
568,,170.506373,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
569,,169.761483,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
570,,147.828594,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
571,,57.660049,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
572,,172.400786,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
573,,319.135035,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
574,,399.620002,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
575,,319.135035,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
576,,172.400786,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
577,,265.815583,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
578,,183.500576,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
579,,183.500576,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
580,,189.468897,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
581,,111.181816,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
582,,450.438093,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
583,,111.181816,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
584,,137.492087,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
585,,323.6135740000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
586,,147.828594,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
587,,183.500576,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
588,,204.633397,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
589,,361.262735,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
590,,189.468897,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
591,,137.492087,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
592,,83.35417599999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
593,,83.35417599999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
594,,257.263136,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
595,,198.315622,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
596,,141.768311,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
597,,77.680132,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
598,,290.562503,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
599,,238.39257400000002,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
600,,175.729804,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
601,,257.263136,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
602,,493.301488,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
603,,77.680132,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
604,,33.382133,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
605,,240.14904500000003,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
606,,33.382133,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
607,,351.266487,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
608,,175.729804,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
609,,440.276314,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
610,,559.357649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
611,,221.158933,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
612,,559.357649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
613,,212.358189,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
614,,221.158933,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
615,,138.430098,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
616,,99.668199,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
617,,238.39257400000002,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
618,,273.098957,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
619,,257.263136,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
620,,77.680132,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
621,,74.433881,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
622,,175.729804,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
623,,559.357649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
624,,175.729804,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
625,,351.266487,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
626,,240.14904500000003,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
627,,273.098957,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
628,,182.866039,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
629,,440.276314,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
630,,197.708674,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
631,,240.14904500000003,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
632,,198.315622,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
633,,198.315622,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
634,,182.866039,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
635,,138.430098,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
636,,182.866039,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
637,,440.276314,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
638,,197.708674,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
639,,240.14904500000003,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
640,,221.158933,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
641,,204.633397,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
642,,361.262735,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
643,,265.815583,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
644,,265.815583,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
645,,169.761483,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
646,,172.400786,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
647,,170.506373,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
648,,169.761483,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
649,,857.350665,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
650,,319.135035,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
651,,147.828594,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
652,,204.633397,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
653,,265.815583,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
654,,359.285556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
655,,168.979808,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
656,,359.285556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
657,,233.904838,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
658,,319.29137,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
659,,190.416103,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
660,,31.276208,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
661,,168.979808,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
662,,190.416103,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
663,,359.285556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
664,,103.696126,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
665,,319.29137,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
666,,359.285556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
667,,181.992402,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
668,,493.301488,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
669,,99.668199,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
670,,138.430098,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
671,,83.35417599999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
672,,99.668199,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
673,,221.158933,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
674,,74.433881,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
675,,212.358189,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
676,,190.682792,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
677,,212.358189,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
678,,198.315622,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
679,,138.430098,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
680,,190.682792,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
681,,493.301488,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
682,,190.682792,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
683,,221.158933,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
684,,141.768311,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
685,,238.39257400000002,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
686,,197.708674,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
687,,197.708674,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
688,,182.866039,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
689,,240.14904500000003,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
690,,351.266487,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
691,,493.301488,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
692,,238.39257400000002,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
693,,74.433881,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
694,,77.94682199999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
695,,138.935887,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
696,,77.94682199999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
697,,250.255646,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
698,,275.002567,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
699,,138.935887,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
700,,262.47737,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
701,,275.002567,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
702,,330.547494,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
703,,250.255646,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
704,,120.33201499999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
705,,152.730157,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
706,,250.255646,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
707,,251.478738,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
708,,251.478738,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
709,,157.521367,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
710,,223.255662,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
711,,113.425684,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
712,,138.935887,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
713,,371.130236,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
714,,370.992294,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
715,,369.033507,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
716,,380.602302,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
717,,824.161652,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
718,,233.904838,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
719,,371.24059,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
720,,151.166807,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
721,,31.276208,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
722,,215.714794,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
723,,233.904838,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
724,,233.904838,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
725,,103.696126,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
726,,31.276208,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
727,,370.992294,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
728,,371.24059,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
729,,371.130236,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
730,,111.19101200000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
731,,290.49813,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
732,,210.436187,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
733,,31.276208,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
734,,151.166807,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
735,,319.29137,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
736,,369.033507,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
737,,190.416103,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
738,,215.714794,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
739,,371.130236,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
740,,369.033507,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
741,,559.357649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
742,,290.562503,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
743,,83.35417599999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
744,,99.668199,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
745,,243.137803,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
746,,138.935887,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
747,,250.255646,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
748,,463.487472,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
749,,354.604701,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
750,,701.935223,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
751,,223.255662,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
752,,157.521367,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
753,,138.935887,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
754,,223.255662,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
755,,77.94682199999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
756,,152.730157,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
757,,270.717147,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
758,,701.935223,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
759,,120.33201499999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
760,,262.47737,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
761,,113.425684,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
762,,354.604701,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
763,,243.137803,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
764,,141.768311,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
765,,559.357649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
766,,238.39257400000002,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
767,,257.263136,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
