ProductId,ProductName,SpendEUR,Quantity,UOM,VendorId,VendorName,VendorCity,VendorCountry,CategoryL1,CategoryL2
48,LABEL YRVUIW.,374.344873,4059.561056,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
48,LABEL YRVUIW.,124.781624,1353.187015,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
48,LABEL YRVUIW.,124.781624,1353.187015,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
48,LABEL YRVUIW.,324.418245,3518.134662,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
49,RICE XMTGCA.,6998.746978,9889.450949,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,2798.09796,3953.800961,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,4197.14694,5930.701441,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,6998.746978,9889.450949,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,534.151554,754.7730486,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,6299.222488,8901.000709,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,531.478212,750.9955317,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,6998.746978,9889.450949,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,-318.14552,-449.5496872,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,178.2228,251.8344561,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,4896.67143,6919.151682,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,3499.725479,4945.222848,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,3497.62245,4942.251201,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,6998.746978,9889.450949,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,12350.84004,17452.12781,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,7939.82574,11219.22502,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,5293.21716,7479.483346,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
49,RICE XMTGCA.,7939.82574,11219.22502,KG,18,MASSBERG Karl W.K. GmbH.& Co KG,Hamburg,DE,Raw Materials,Fruit. Berry & Vegetable
50,PRESERVED VEGETABLES HDWLAD.,11339.12854,14522.1718,ST,46,Mamminger Konserven GmbH,Mamming,DE,Raw Materials,Fruit. Berry & Vegetable
50,PRESERVED VEGETABLES HDWLAD.,16616.31574,21280.7352,ST,46,Mamminger Konserven GmbH,Mamming,DE,Raw Materials,Fruit. Berry & Vegetable
51,LABEL QJHXTF.,776.422504,9216.488288,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
52,LABEL CJNXPF.,1453.356736,23706.48787,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
52,LABEL CJNXPF.,1241.58804,20252.21412,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
53,LABEL HKJUKV.,323.08474,5701.004635,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
53,LABEL HKJUKV.,323.08474,5701.004635,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
54,RAPE SEED OIL BCFGRJ,19572.54832,31964.12381,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,19553.84923,31933.58614,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,19857.87798,32430.09853,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,19569.85074,31959.71837,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,20720.2635,33838.46891,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,3295.637342,5382.138204,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,16761.58516,27373.51185,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17725.5997,28947.85361,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18582.31418,30346.96257,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,14441.8562,23585.13936,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,19553.84923,31933.58614,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,19609.85453,32025.04895,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,12725.31073,20781.83183,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,5320.503166,8688.96677,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17718.31421,28935.9556,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17718.31421,28935.9556,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17703.74323,28912.15959,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17477.89301,28543.32134,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17689.17225,28888.36357,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17725.5997,28947.85361,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,17660.03028,28840.77154,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,20694.91244,33797.06785,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,20466.75293,33424.45828,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,20568.15716,33590.06254,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,4101.731456,6698.578539,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18528.74079,30259.47133,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18704.76765,30546.94256,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18651.19426,30459.45131,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,19064.47472,31134.38376,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18551.70081,30296.96758,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18674.15429,30496.94756,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18574.66084,30334.46382,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,18850.18115,30784.41879,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,8418.676112,13748.6239,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
54,RAPE SEED OIL BCFGRJ,10721.93353,17510.09655,KG,2,Bunge Austria GmbH,BRUCK/LEITHA,AT,Raw Materials,Fats & Oils
55,LABEL XZPUKC.,1082.612075,10984.23942,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
55,LABEL XZPUKC.,1667.222596,16915.72872,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
55,LABEL XZPUKC.,1518.678148,15408.58888,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,292.508416,4917.251667,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,342.234847,5753.184455,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,228.156564,3835.456292,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,228.156564,3835.456292,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,228.156564,3835.456292,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,469.270338,7888.731488,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,95.065235,1598.106788,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,292.508416,4917.251667,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
56,LABEL KTAZWR.,146.254208,2458.625833,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
57,LABEL CJVAHC.,954.438264,15983.97708,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
57,LABEL CJVAHC.,1682.50335,28176.88268,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
57,LABEL CJVAHC.,1682.50335,28176.88268,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
58,LABEL LVIUZU.,759.07728,8256.719831,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
58,LABEL LVIUZU.,759.07728,8256.719831,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
58,LABEL LVIUZU.,1124.01828,12226.29667,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
58,LABEL LVIUZU.,759.07728,8256.719831,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
59,WAREHOUSE CONSUMERS YQDAQF,1540.583093,2291.011133,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1540.583093,2291.011133,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1540.583093,2291.011133,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1540.583093,2291.011133,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1540.583093,2291.011133,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,852.260013,1267.401406,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,852.260013,1267.401406,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,852.260013,1267.401406,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,852.260013,1267.401406,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,852.260013,1267.401406,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1731.3669,2574.726973,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1731.3669,2574.726973,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1731.3669,2574.726973,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1731.3669,2574.726973,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1731.3669,2574.726973,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1611.71021,2396.784731,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1611.71021,2396.784731,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1611.71021,2396.784731,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1611.71021,2396.784731,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1611.71021,2396.784731,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1615.94244,2403.078508,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1615.94244,2403.078508,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1615.94244,2403.078508,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1615.94244,2403.078508,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1615.94244,2403.078508,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2317.381158,3446.192585,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2317.381158,3446.192585,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2317.381158,3446.192585,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2317.381158,3446.192585,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2317.381158,3446.192585,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,842.684058,1253.160941,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,857.04799,1274.521638,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,766.076416,1139.237218,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,766.076416,1139.237218,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,766.076416,1139.237218,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,766.076416,1139.237218,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,766.076416,1139.237218,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,785.784074,1168.544605,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,785.784074,1168.544605,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2803.839683,4169.60822,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2803.839683,4169.60822,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,785.784074,1168.544605,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2803.839683,4169.60822,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2803.839683,4169.60822,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,785.784074,1168.544605,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2803.839683,4169.60822,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,785.784074,1168.544605,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1423.269091,2116.552718,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1423.269091,2116.552718,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1423.269091,2116.552718,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1423.269091,2116.552718,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1423.269091,2116.552718,KG,41,HNAT GmbH,Himberg,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1530.656589,2276.249364,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1530.656589,2276.249364,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1530.656589,2276.249364,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1530.656589,2276.249364,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,1530.656589,2276.249364,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2286.259304,3399.911074,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2286.259304,3399.911074,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2286.259304,3399.911074,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2286.259304,3399.911074,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
59,WAREHOUSE CONSUMERS YQDAQF,2286.259304,3399.911074,KG,5,CORETH Kunststoffverarb. GmbH,UNTERWALTERSDORF,AT,Packaging,Plastic
60,LABEL ZAUQQF.,83.36599,1537.867988,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
60,LABEL ZAUQQF.,104.207488,1922.334994,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
60,LABEL ZAUQQF.,111.453165,2055.997351,ST,27,MARZEK ETIKETTEN GMBH.,TRAISKIRCHEN,AT,Packaging,Label adhesive
61,GLASS JAR DVVOZY.,2489.803271,2263.457519,ST,32,VETROPACK AUSTRIA GMBH,POECHLARN,AT,Packaging,Glass
61,GLASS JAR DVVOZY.,1931.112016,1755.556378,ST,32,VETROPACK AUSTRIA GMBH,POECHLARN,AT,Packaging,Glass
61,GLASS JAR DVVOZY.,2789.381719,2535.801563,ST,32,VETROPACK AUSTRIA GMBH,POECHLARN,AT,Packaging,Glass
62,LABEL KLHDWU.,844.4146,9320.326448,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
63,ALUMINUM PPAFYG.,7486.429,374.32145,ST,36,Crown Commercial Polska Sp.z.o.o.,Goleniow,PL,Packaging,Metal
64,SPICES YWHSKG.,114.044851,151.2390789,KG,49,Norbert Marcher GmbH Betriebstaette,Graz,AT,Raw Materials,Seasoning & Additives
65,LABEL BHPTGI.,95.195088,1432.28968,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
65,LABEL BHPTGI.,267.956544,4031.63021,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
65,LABEL BHPTGI.,183.338688,2758.483828,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
65,LABEL BHPTGI.,264.4308,3978.582444,ST,6,ZIMMERMANN Druck KG,GLEISDORF,AT,Packaging,Paper & Carton
66,SLICED BEEF VGJAJI.,11078.49199,18028.29511,KG,20,GRANDITS GmbH.,KIRCHSCHLAG,AT,Raw Materials,Meat
66,SLICED BEEF VGJAJI.,8117.626008,13210.00706,KG,20,GRANDITS GmbH.,KIRCHSCHLAG,AT,Raw Materials,Meat
66,SLICED BEEF VGJAJI.,29256.20351,47609.32007,KG,49,Norbert Marcher GmbH Betriebstaette,Graz,AT,Raw Materials,Meat
66,SLICED BEEF VGJAJI.,7611.654671,12386.62779,KG,49,Norbert Marcher GmbH Betriebstaette,Graz,AT,Raw Materials,Meat
